mass,limit_95,med_limit,2sigma_up,1sigma_up,1sigma_down,test_statistic
0.49433,3.5975966921033564e-11,5.432119618957266e-11,8.087946798384541e-11,6.889205981100123e-11,3.3992144580705864e-11,-0.923941105514532
0.49449,4.988354395942717e-11,5.4414516079061553e-11,8.099056304306022e-11,6.899349650726701e-11,3.40870117503733e-11,-0.26165424054601893
0.49464,5.6294699313431244e-11,5.4426760127752175e-11,8.103085514778396e-11,6.902137575928574e-11,3.407207219985122e-11,0.11451364805278526
0.4948,5.786026375441997e-11,5.4391718718902246e-11,8.099789694629117e-11,6.898800362095803e-11,3.402855071599559e-11,0.21463437286006545
0.49495,6.780643007252362e-11,5.440619935520964e-11,8.098974236590681e-11,6.898862539950305e-11,3.4074667841538365e-11,0.9113208041983113
0.49511,8.352345562982399e-11,5.4323028480850736e-11,8.087277411714785e-11,6.888719602330366e-11,3.40144642804302e-11,2.244840748663203
0.49526,8.232643724563018e-11,5.421649132598409e-11,8.070685056311449e-11,6.874861994320767e-11,3.3951409161559265e-11,2.1488104020081775
0.49542,7.467405956527629e-11,5.412336919571354e-11,8.056893725212049e-11,6.863122494319036e-11,3.389061186012261e-11,1.4866078049243785
0.49557,6.549118498181755e-11,5.407875407044952e-11,8.050293413639339e-11,6.857522370741418e-11,3.386019026832754e-11,0.7674439691673516
0.49573,5.117310493820983e-11,5.490325863475418e-11,8.137378728365739e-11,6.948684847591298e-11,3.383949056432075e-11,-0.22353561035953143
0.49588,4.2370059629363374e-11,5.417988822955297e-11,8.062081373772211e-11,6.868373328104024e-11,3.396586829299192e-11,-0.6373091479422682
0.49604,3.950473055688356e-11,5.421066537163366e-11,8.094105665764635e-11,6.87450308005713e-11,3.3943019779544237e-11,-0.7713820461627398
0.4962,4.163241440727751e-11,5.408095349244575e-11,8.051098679593707e-11,6.858014781550445e-11,3.385992421786154e-11,-0.670159043475476
0.49635,4.421828030417568e-11,5.399127980832819e-11,8.038056112781407e-11,6.846870893022793e-11,3.3797137125030764e-11,-0.5419396952939116
0.49651,4.919836593807982e-11,5.40003487247616e-11,8.038135787729981e-11,6.847371130883135e-11,3.381208901882737e-11,-0.27952736278332957
0.49666,5.25203410529535e-11,5.395863871890679e-11,8.0327063513117e-11,6.842627169406133e-11,3.377147680910856e-11,-0.08745088328105104
0.49682,5.630487900782663e-11,5.3979003553358895e-11,8.033764496435704e-11,6.844075398595617e-11,3.3806259372099414e-11,0.1451529567377776
0.49697,5.1195171071323576e-11,5.3961687280160786e-11,8.030498613746991e-11,6.841429712575486e-11,3.3806381961153915e-11,-0.16332676254636544
0.49713,4.371731906231617e-11,5.393268737549595e-11,8.02781359261605e-11,6.838646827293728e-11,3.377258236066739e-11,-0.5639515200232429
0.49729,4.430232666412147e-11,5.3802772565658636e-11,8.010318249658395e-11,6.823068477688657e-11,3.3680579636048756e-11,-0.529901294239988
0.49744,3.9794560473568443e-11,5.370149152711835e-11,7.995640982386829e-11,6.81034390240226e-11,3.361949153333035e-11,-0.7417977692658178
0.4976,4.302862690469536e-11,5.36687877902551e-11,7.991785484998346e-11,6.806714841248915e-11,3.3591705864588776e-11,-0.5880301110037734
0.49775,4.467770310180582e-11,5.3685241369867714e-11,7.994350573345695e-11,6.808891944512624e-11,3.359929428171631e-11,-0.5062696297212571
0.49791,4.563590520204492e-11,5.361032312369243e-11,7.981155032093173e-11,6.798315170435034e-11,3.3568778375090567e-11,-0.45284761869043116
0.49807,5.041474397131459e-11,5.3443715247519424e-11,7.958003387480754e-11,6.778240166877597e-11,3.3440118795717906e-11,-0.18241024523839655
